Kanji,StrokeCount,MeaningOne,MeaningTwo,MeaningThree,MeaningFour,MeaningFive,MeaningSix,MeaningSeven,MeaningEight,MeaningNine,MeaningTen
底,8,bottom,sole,depth,bottom,base,kind,sort,,,
庭,10,courtyard,garden,yard,,,,,,,
廷,7,courts,imperial,government,,,,,,,
弟,7,younger,faithful,,,,,,,,
悌,10,serving,,,,,,,,,
抵,8,resist,reach,touch,,,,,,,
挺,10,bravely,counter,inksticks,palanquins,rickshaws,,,,,
提,12,propose,take,carry,,,,,,,
梯,11,ladder,stairs,insatiable,,,,,,,
汀,5,water's,shore,bank,,,,,,,
碇,13,anchor,grapnel,,,,,,,,
禎,13,happiness,blessed,good,auspicious,,,,,,
程,12,extent,degree,law,formula,distance,limits,amount,,,
締,15,tighten,tie,shut,lock,fasten,,,,,
艇,13,rowboat,small,,,,,,,,
訂,9,revise,correct,decide,,,,,,,
諦,16,truth,clarity,abandon,give,,,,,,
蹄,16,hoof,,,,,,,,,
逓,10,relay,in,sending,,,,,,,
鄭,15,an,,,,,,,,,
釘,10,nail,tack,peg,,,,,,,
鼎,13,three,,,,,,,,,
泥,8,mud,mire,adhere,be,,,,,,
摘,14,pinch,pick,pluck,trim,clip,summarize,,,,
擢,17,excel,surpass,pull,select,,,,,,
敵,15,enemy,foe,opponent,,,,,,,
滴,14,drip,drop,,,,,,,,
的,8,bull's,mark,target,object,adjective,,,,,
笛,11,flute,clarinet,pipe,whistle,bagpipe,piccolo,,,,
適,14,suitable,occasional,rare,qualified,capable,,,,,
鏑,19,arrowhead,,,,,,,,,
溺,13,drown,indulge,,,,,,,,
哲,10,philosophy,clear,,,,,,,,
徹,15,penetrate,clear,pierce,strike,sit,,,,,
撤,15,remove,withdraw,disarm,dismantle,reject,exclude,,,,
轍,19,rut,wheel,,,,,,,,
迭,8,transfer,alternation,,,,,,,,
鉄,13,iron,,,,,,,,,
典,8,code,ceremony,law,rule,,,,,,
填,13,fill,,,,,,,,,
天,4,heavens,sky,imperial,,,,,,,
展,10,unfold,expand,,,,,,,,
店,8,store,shop,,,,,,,,
添,11,annexed,accompany,marry,suit,meet,satisfy,attach,append,garnish,imitate
纏,21,wear,wrap,tie,follow,collect,,,,,
甜,11,sweet,,,,,,,,,
貼,12,stick,paste,apply,,,,,,,
転,11,revolve,turn,change,,,,,,,
顛,19,overturn,summit,origin,,,,,,,
点,9,spot,point,mark,speck,decimal,,,,,
伝,6,transmit,go,walk,follow,report,communicate,legend,tradition,,
殿,13,Mr.,hall,mansion,palace,temple,lord,,,,
澱,16,sediment,grounds,dregs,stagnant,,,,,,
田,5,rice,rice,,,,,,,,
電,13,electricity,,,,,,,,,
兎,8,rabbit,hare,,,,,,,,
吐,6,spit,vomit,belch,confess,tell,,,,,
堵,11,fence,railing,enclosure,,,,,,,
塗,13,paint,plaster,daub,smear,coating,,,,,
妬,8,jealous,envy,,,,,,,,
屠,11,slaughter,butcher,slay,,,,,,,
徒,10,on,junior,emptiness,vanity,futility,uselessness,ephemeral,gang,set,party
斗,4,Big,ten,sake,dots,,,,,,
杜,7,woods,grove,,,,,,,,
渡,12,transit,ford,ferry,cross,import,deliver,diameter,migrate,,
登,12,ascend,climb,,,,,,,,
菟,11,dodder,,,,,,,,,
賭,15,gamble,wager,bet,,,,,,,
途,10,route,way,road,,,,,,,
都,11,metropolis,capital,all,everything,,,,,,
鍍,17,plating,gilding,,,,,,,,
砥,10,whetstone,grindstone,,,,,,,,
砺,10,whetstone,polish,,,,,,,,
努,7,toil,diligent,as,,,,,,,
度,9,degrees,occurrence,time,counter,consider,attitude,,,,
土,3,soil,earth,ground,Turkey,,,,,,
奴,5,guy,slave,manservant,fellow,,,,,,
怒,9,angry,be,,,,,,,,
倒,10,overthrow,fall,collapse,drop,break,,,,,
党,10,party,faction,clique,,,,,,,
冬,5,winter,,,,,,,,,
凍,10,frozen,congeal,refrigerate,,,,,,,
刀,2,sword,saber,knife,,,,,,,
唐,10,T'ang,China,foreign,,,,,,,
塔,12,pagoda,tower,steeple,,,,,,,
塘,13,dike,embankment,,,,,,,,
套,10,accumulate,big,hackneyed,,,,,,,
宕,8,cave,,,,,,,,,
島,10,island,,,,,,,,,
嶋,14,island,,,,,,,,,
悼,11,lament,grieve,,,,,,,,
投,7,throw,discard,abandon,launch,join,invest,hurl,give,sell,
搭,12,board,load,ride,,,,,,,
東,8,east,,,,,,,,,
桃,10,peach,,,,,,,,,
梼,11,block,blockhead,stupid,,,,,,,
棟,12,ridgepole,ridge,,,,,,,,
盗,11,steal,rob,pilfer,,,,,,,
淘,11,select,,,,,,,,,
湯,12,hot,bath,hot,,,,,,,
涛,10,waves,billows,,,,,,,,
灯,6,lamp,a,light,counter,,,,,,
燈,16,lamp,light,counter,,,,,,,
当,6,hit,right,appropriate,himself,,,,,,
痘,12,pox,smallpox,,,,,,,,
祷,11,pray,,,,,,,,,
等,12,etc.,and,class,quality,equal,similar,,,,
答,12,solution,answer,,,,,,,,
筒,12,cylinder,pipe,tube,gun,sleeve,,,,,
糖,16,sugar,,,,,,,,,
統,12,overall,relationship,ruling,governing,,,,,,
到,8,arrival,proceed,reach,attain,result,,,,,
蕩,15,melt,be,captivated,,,,,,,
藤,18,wisteria,,,,,,,,,
討,10,chastise,attack,defeat,destroy,conquer,,,,,
謄,17,mimeograph,copy,,,,,,,,
豆,7,beans,pea,midget,,,,,,,
踏,15,step,trample,carry,appraise,evade,,,,,
逃,9,escape,flee,shirk,evade,set,,,,,
透,10,transparent,permeate,filter,penetrate,,,,,,
鐙,20,stirrup,,,,,,,,,
陶,11,pottery,porcelain,,,,,,,,
頭,16,head,counter,,,,,,,,
騰,20,leaping,jumping,rising,advancing,going,,,,,
闘,18,fight,war,,,,,,,,
働,13,work,(kokuji),,,,,,,,
動,11,move,motion,change,confusion,shift,shake,,,,
同,6,same,agree,equal,,,,,,,
堂,11,public,hall,,,,,,,,
導,15,guidance,leading,conduct,usher,,,,,,
憧,15,yearn,long,aspire,admire,adore,,,,,
撞,15,thrust,pierce,stab,prick,,,,,,
洞,9,den,cave,excavation,,,,,,,
瞳,17,pupil,,,,,,,,,
童,12,juvenile,child,,,,,,,,
胴,10,trunk,torso,hull,hub,,,,,,
萄,11,grape,wild,,,,,,,,
道,12,road-way,street,district,journey,course,moral,teachings,,,
銅,14,copper,,,,,,,,,
峠,9,mountain,mountain,climax,crest,(kokuji),,,,,
鴇,15,wild,madam,crested,,,,,,,
匿,10,hide,shelter,shield,,,,,,,
得,11,gain,get,find,earn,acquire,can,may,able,profit,advantage
徳,14,benevolence,virtue,goodness,commanding,,,,,,
涜,10,defile,blaspheme,ditch,,,,,,,
特,10,special,,,,,,,,,
督,13,coach,command,urge,lead,supervise,,,,,
禿,7,become,bare,wear,waste,little,,,,,
篤,16,fervent,kind,cordial,serious,deliberate,,,,,
毒,8,poison,virus,venom,germ,harm,injury,spite,,,
独,9,single,alone,spontaneously,Germany,,,,,,
読,14,read,,,,,,,,,
栃,9,horse,(kokuji),,,,,,,,
橡,16,horse,,,,,,,,,
凸,5,convex,beetle,uneven,,,,,,,
突,8,stab,protruding,thrust,pierce,prick,collision,sudden,,,
椴,13,fir,,,,,,,,,
届,8,deliver,reach,arrive,report,notify,forward,,,,
鳶,14,black,fireman,hook,,,,,,,
苫,8,rush,,,,,,,,,
寅,11,sign,3-5AM,third,,,,,,,
酉,7,west,bird,sign,5-7PM,tenth,sake,,,,
瀞,17,pure,clear,pool,,,,,,,
噸,16,tonnage,(kokuji),,,,,,,,
屯,4,barracks,police,camp,ton,,,,,,
惇,11,sincere,kind,considerate,,,,,,,
敦,12,industry,kindliness,,,,,,,,
沌,7,primeval,,,,,,,,,
豚,11,pork,pig,,,,,,,,
遁,12,flee,escape,shirk,evade,set,,,,,
頓,13,suddenly,immediately,in,arrange,stay,bow,kowtow,,,
呑,7,drink,,,,,,,,,
曇,16,cloudy,cloud,,,,,,,,
鈍,12,dull,slow,foolish,blunt,,,,,,
奈,8,Nara,what?,,,,,,,,
那,7,what?,,,,,,,,,
内,4,inside,within,between,among,house,home,,,,
乍,5,though,notwithstanding,while,during,both,all,,,,
凪,6,lull,calm,(kokuji),,,,,,,
薙,16,mow,,,,,,,,,
謎,16,riddle,puzzle,enigma,hint,tip,,,,,
灘,21,open,,,,,,,,,
捺,11,press,print,affix,stamp,,,,,,
鍋,17,pot,pan,kettle,,,,,,,
楢,13,oak,,,,,,,,,
馴,13,get,experienced,tamed,,,,,,,
縄,15,straw,cord,,,,,,,,
畷,13,rice,,,,,,,,,
南,9,south,,,,,,,,,
楠,13,camphor,,,,,,,,,
軟,11,soft,,,,,,,,,
難,18,difficult,impossible,trouble,accident,defect,,,,,
汝,6,you,thou,,,,,,,,
二,2,two,two,,,,,,,,
尼,5,nun,,,,,,,,,
弐,6,II,two,second,,,,,,,
迩,8,approach,near,close,,,,,,,
匂,4,fragrant,stink,glow,insinuate,(kokuji),,,,,
賑,14,flourish,be,prosperity,,,,,,,
肉,6,meat,,,,,,,,,
虹,9,rainbow,,,,,,,,,
廿,4,twenty,,,,,,,,,
日,4,day,sun,Japan,counter,,,,,,
乳,8,milk,breasts,,,,,,,,
入,2,enter,insert,,,,,,,,
尿,7,urine,,,,,,,,,
韮,12,leek,,,,,,,,,
任,6,responsibility,duty,term,entrust,appoint,,,,,
妊,7,pregnancy,,,,,,,,,
忍,7,endure,bear,put,conceal,secrete,spy,sneak,,,
認,14,acknowledge,witness,discern,recognize,appreciate,believe,,,,
濡,17,get,damp,make,,,,,,,
禰,18,ancestral,,,,,,,,,
祢,9,ancestral,,,,,,,,,
寧,14,rather,preferably,peaceful,quiet,tranquility,,,,,
葱,12,stone,Welsh,,,,,,,,
猫,11,cat,,,,,,,,,
熱,15,heat,temperature,fever,mania,passion,,,,,
年,6,year,counter,,,,,,,,
念,8,wish,sense,idea,thought,feeling,desire,attention,,,
捻,11,twirl,twist,play,,,,,,,
撚,15,twist,twine,kinky,,,,,,,
燃,16,burn,blaze,glow,,,,,,,
粘,11,sticky,glutinous,greasy,persevere,,,,,,
乃,2,from,possessive,whereupon,accordingly,,,,,,
廼,9,in,thou,you,possessive,,,,,,
之,3,of,this,,,,,,,,
埜,11,open,field,wilderness,,,,,,,
嚢,18,pouch,purse,bag,,,,,,,
悩,10,trouble,worry,in,distress,illness,,,,,
濃,16,concentrated,thick,dark,undiluted,,,,,,
納,10,settlement,obtain,reap,pay,supply,store,,,,
能,10,ability,talent,skill,capacity,,,,,,
脳,11,brain,memory,,,,,,,,
膿,17,pus,fester,discharge,,,,,,,
農,13,agriculture,farmers,,,,,,,,
覗,12,peep,peek,come,,,,,,,
蚤,10,flea,,,,,,,,,
巴,4,comma-design,,,,,,,,,
把,7,grasp,faggot,bunch,counter,,,,,,
播,15,plant,sow,,,,,,,,
覇,19,hegemony,supremacy,leadership,champion,,,,,,
杷,8,kind,loquat,,,,,,,,
波,8,waves,billows,Poland,,,,,,,
派,9,faction,group,party,clique,sect,school,,,,
琶,12,lute,,,,,,,,,
破,10,rend,rip,tear,break,destroy,defeat,frustrate,,,
婆,11,old,grandma,wet,,,,,,,
罵,15,abuse,insult,,,,,,,,
芭,7,banana,,,,,,,,,
馬,10,horse,,,,,,,,,
俳,10,haiku,actor,,,,,,,,
廃,12,abolish,obsolete,cessation,discarding,abandon,,,,,
拝,8,worship,adore,pray,,,,,,,
排,11,repudiate,exclude,expel,reject,line,arrange,,,,
敗,11,failure,defeat,reversal,,,,,,,
杯,8,counter,wine,glass,toast,,,,,,
盃,9,glass,cup,,,,,,,,
牌,12,label,signboard,medal,mahjong,,,,,,
背,9,stature,height,back,behind,disobey,defy,go,rebel,,
肺,9,lungs,,,,,,,,,
輩,15,comrade,fellow,people,companions,,,,,,
配,10,distribute,spouse,exile,rationing,,,,,,
倍,10,double,twice,times,fold,,,,,,
培,11,cultivate,foster,,,,,,,,
媒,12,mediator,go-between,,,,,,,,
梅,10,plum,,,,,,,,,
楳,13,plum,,,,,,,,,
煤,13,soot,smoke,,,,,,,,
狽,10,wolf,be,,,,,,,,
買,12,buy,,,,,,,,,
売,7,sell,,,,,,,,,
賠,15,compensation,indemnify,,,,,,,,
陪,11,obeisance,follow,accompany,attend,,,,,,
這,10,crawl,creep,grovel,trail,,,,,,
蝿,15,fly,,,,,,,,,
秤,10,balances,scales,steelyard,,,,,,,
矧,9,feather,,,,,,,,,
萩,12,bush,,,,,,,,,
伯,7,chief,count,earl,uncle,Brazil,,,,,
剥,10,come,peel,fade,discolor,,,,,,
博,12,Dr.,command,esteem,win,Ph.D.,exposition,fair,,,
拍,8,clap,beat,,,,,,,,
柏,9,oak,cypress,,,,,,,,
泊,8,overnight,put,ride,,,,,,,
白,5,white,,,,,,,,,
箔,14,foil,gilt,,,,,,,,
粕,11,scrap,waste,,,,,,,,
舶,11,liner,ship,,,,,,,,
薄,16,dilute,thin,weak,pampas,,,,,,
迫,8,urge,force,imminent,spur,,,,,,
曝,19,bleach,refine,expose,air,,,,,,
漠,13,vague,obscure,desert,wide,,,,,,
爆,19,bomb,burst,pop,split,,,,,,
縛,16,truss,arrest,bind,tie,restrain,,,,,
莫,10,must,do,be,,,,,,,
駁,14,refutation,contradiction,,,,,,,,
麦,7,barley,wheat,,,,,,,,
箱,15,box,chest,case,bin,railway,,,,,
硲,12,ravine,gorge,gap,(kokuji),,,,,,
箸,15,chopsticks,,,,,,,,,
肇,14,beginning,,,,,,,,,
筈,12,notch,ought,must,should,expected,,,,,
櫨,20,wax,sumac,,,,,,,,
幡,15,flag,,,,,,,,,
肌,6,texture,skin,body,grain,,,,,,
畑,9,farm,field,garden,one's,(kokuji),,,,,
畠,10,field,farm,garden,(kokuji),,,,,,
八,2,eight,eight,,,,,,,,
鉢,13,bowl,rice,pot,crown,,,,,,
溌,12,sprinkle,lively,vigorous,,,,,,,
発,9,departure,discharge,publish,emit,start,disclose,counter,,,
醗,16,fermentation,brewing,,,,,,,,
髪,14,hair,,,,,,,,,
伐,6,fell,strike,attack,punish,,,,,,
罰,14,penalty,punishment,,,,,,,,
抜,7,slip,extract,pull,pilfer,quote,remove,omit,,,
筏,12,raft,,,,,,,,,
閥,14,clique,lineage,pedigree,faction,clan,,,,,
鳩,13,pigeon,dove,,,,,,,,
噺,16,talk,(kokuji),,,,,,,,
塙,13,projecting,,,,,,,,,
蛤,12,clam,,,,,,,,,
隼,10,falcon,,,,,,,,,
伴,7,consort,accompany,bring,companion,,,,,,
判,7,judgement,signature,stamp,seal,,,,,,
半,5,half,middle,odd,semi-,part-,,,,,
反,4,anti-,,,,,,,,,
叛,9,disobey,defy,go,rebel,rebellion,,,,,
帆,6,sail,,,,,,,,,
搬,13,conveyor,carry,transport,,,,,,,
斑,12,spot,blemish,speck,patches,,,,,,
板,8,plank,board,plate,stage,,,,,,
氾,5,spread,wide,,,,,,,,
汎,6,pan-,,,,,,,,,
版,8,printing,printing,edition,impression,label,,,,,
犯,5,crime,sin,offense,,,,,,,
班,10,squad,corps,unit,group,,,,,,
畔,10,paddy,levee,,,,,,,,
繁,16,luxuriant,thick,overgrown,frequency,complexity,trouble,,,,
般,10,carrier,carry,all,general,sort,kind,,,,
藩,18,clan,enclosure,,,,,,,,
販,11,marketing,sell,trade,,,,,,,
範,15,pattern,example,model,,,,,,,
釆,7,separate,divide,topped,,,,,,,
煩,13,anxiety,trouble,worry,pain,ill,annoy,nuisance,irksome,,
頒,13,distribute,disseminate,partition,understand,,,,,,
飯,12,meal,boiled,,,,,,,,
挽,10,saw,turn,grind,,,,,,,
晩,12,nightfall,night,,,,,,,,
番,12,turn,number,,,,,,,,
盤,15,tray,shallow,platter,tub,board,phonograph,,,,
磐,15,rock,crag,cliff,wall,,,,,,
蕃,15,grow,,,,,,,,,
蛮,12,barbarian,,,,,,,,,
匪,10,negation,wicked,,,,,,,,
卑,9,lowly,base,vile,vulgar,,,,,,
否,7,negate,no,noes,refuse,decline,deny,,,,
妃,6,queen,princess,,,,,,,,
庇,7,protect,shield,defend,eaves,canopy,penthouse,visor,,,
彼,8,he,that,the,,,,,,,
悲,12,grieve,sad,deplore,regret,,,,,,
扉,12,front,title,front,,,,,,,
批,7,criticism,strike,,,,,,,,
披,8,expose,open,,,,,,,,
斐,12,beautiful,patterned,,,,,,,,
比,4,compare,race,ratio,Philippines,,,,,,
泌,8,ooze,flow,soak,penetrate,secrete,,,,,
疲,10,exhausted,tire,weary,,,,,,,
皮,5,pelt,skin,hide,leather,skin,,,,,
碑,14,tombstone,monument,,,,,,,,
秘,10,secret,conceal,,,,,,,,
緋,14,scarlet,cardinal,,,,,,,,
罷,15,quit,stop,leave,withdraw,go,,,,,
肥,8,fertilizer,get,fertile,manure,pamper,,,,,
被,10,incur,cover,veil,brood,shelter,wear,put,be,receiving,
誹,15,ridicule,slander,,,,,,,,
費,12,expense,cost,spend,consume,waste,,,,,
避,16,evade,avoid,avert,ward,shirk,shun,,,,
非,8,un-,mistake,negative,injustice,non-,,,,,
飛,9,fly,skip,scatter,,,,,,,
樋,14,water,gutter,downspout,conduit,,,,,,
簸,19,winnow,fan,,,,,,,,
備,12,equip,provision,preparation,,,,,,,
尾,7,tail,end,counter,lower,,,,,,
微,13,delicate,minuteness,insignificance,,,,,,,
枇,8,loquat,spoon,,,,,,,,
毘,9,help,assist,,,,,,,,
琵,12,glissando,lute,,,,,,,,
眉,9,eyebrow,,,,,,,,,
美,9,beauty,beautiful,,,,,,,,
柊,9,holly,,,,,,,,,
稗,14,humble,deccan,,,,,,,,
匹,4,equal,head,counter,roll,,,,,,
疋,5,head,counter,,,,,,,,
髭,16,beard,mustache,,,,,,,,
彦,9,lad,boy,,,,,,,,
膝,15,knee,lap,,,,,,,,
菱,11,diamond,water,rhombus,,,,,,,
肘,7,elbow,arm,,,,,,,,
弼,12,help,,,,,,,,,
必,5,invariably,certain,inevitable,,,,,,,
畢,11,the,finish,,,,,,,,
筆,12,writing,writing,painting,handwriting,,,,,,
逼,12,urge,force,imminent,spur,,,,,,
桧,10,Japanese,,,,,,,,,
姫,10,princess,,,,,,,,,
媛,12,beautiful,princess,,,,,,,,
紐,10,string,cord,braid,lace,tape,strap,ribbon,,,
百,6,hundred,,,,,,,,,
謬,18,mistake,,,,,,,,,
俵,10,bag,bale,sack,counter,,,,,,
彪,11,spotted,mottled,patterned,small,,,,,,
標,15,signpost,seal,mark,stamp,imprint,symbol,emblem,trademark,evidence,souvenir
氷,5,icicle,ice,hail,freeze,congeal,,,,,
漂,14,drift,float,,,,,,,,
瓢,17,gourd,,,,,,,,,
票,11,ballot,label,ticket,sign,,,,,,
表,8,surface,table,chart,diagram,,,,,,
評,12,evaluate,criticism,comment,,,,,,,
豹,10,leopard,panther,,,,,,,,
廟,15,mausoleum,shrine,palace,,,,,,,
描,11,sketch,compose,write,draw,paint,,,,,
病,10,ill,sick,,,,,,,,
秒,9,second,,,,,,,,,
苗,8,seedling,sapling,shoot,,,,,,,
錨,16,anchor,grapnel,,,,,,,,
鋲,15,rivet,tack,thumbtack,(kokuji),,,,,,
蒜,13,garlic,,,,,,,,,
蛭,12,leech,,,,,,,,,
鰭,21,fin,,,,,,,,,
品,9,goods,refinement,dignity,article,counter,,,,,
彬,11,refined,gentle,,,,,,,,
斌,12,beautiful,harmony,,,,,,,,
浜,10,seacoast,beach,seashore,,,,,,,
瀕,20,shore,brink,verge,,,,,,,
貧,11,poverty,poor,,,,,,,,
賓,15,V.I.P.,guest,,,,,,,,
頻,17,repeatedly,recur,,,,,,,,
敏,10,cleverness,agile,alert,,,,,,,
瓶,11,bottle,vial,jar,jug,vat,urn,,,,
不,4,negative,non-,bad,ugly,clumsy,,,,,
付,5,adhere,attach,refer,append,,,,,,
埠,11,wharf,,,,,,,,,
夫,4,husband,man,,,,,,,,
婦,11,lady,woman,wife,bride,,,,,,
富,12,wealth,enrich,abundant,,,,,,,
冨,11,enrich,wealthy,abundant,,,,,,,
布,5,linen,cloth,spread,distribute,,,,,,
府,8,borough,urban,govt,representative,storehouse,,,,,
怖,8,dreadful,be,fearful,,,,,,,
扶,7,aid,help,assist,,,,,,,
敷,15,spread,pave,sit,promulgate,,,,,,
斧,8,ax,hatchet,,,,,,,,
普,12,universal,wide(ly),generally,Prussia,,,,,,
浮,10,floating,float,rise,,,,,,,
父,4,father,,,,,,,,,
符,11,token,sign,mark,tally,charm,,,,,
腐,14,rot,decay,sour,,,,,,,
膚,15,skin,body,grain,texture,disposition,,,,,
芙,7,lotus,Mt,,,,,,,,
譜,19,musical,music,note,staff,table,genealogy,,,,
負,9,defeat,negative,-,minus,bear,owe,assume,,,
賦,15,levy,ode,prose,poem,tribute,installment,,,,
赴,9,proceed,get,become,tend,,,,,,
阜,8,hill,mound,left,,,,,,,
附,8,affixed,attach,refer,append,,,,,,
侮,8,scorn,despise,make,contempt,,,,,,
撫,15,stroke,pat,smooth,,,,,,,
武,8,warrior,military,chivalry,arms,,,,,,
舞,15,dance,flit,circle,wheel,,,,,,
葡,12,wild,Portugal,,,,,,,,
蕪,15,turnip,,,,,,,,,
部,11,section,bureau,dept,class,copy,part,portion,counter,,
封,9,seal,closing,,,,,,,,
楓,13,maple,,,,,,,,,
風,9,wind,air,style,manner,,,,,,
葺,12,thatch,cover,shingle,tile,,,,,,
蕗,16,butterbur,bog,,,,,,,,
伏,6,prostrated,bend,bow,cover,lay,,,,,
副,11,vice-,assistant,aide,duplicate,copy,,,,,
復,12,restore,return,revert,resume,,,,,,
幅,12,hanging,width,,,,,,,,
服,8,clothing,admit,obey,discharge,,,,,,
腹,13,abdomen,belly,stomach,,,,,,,
複,14,duplicate,double,compound,multiple,,,,,,
覆,18,capsize,cover,shade,mantle,be,,,,,
淵,12,abyss,edge,deep,the,,,,,,
弗,5,dollar,,,,,,,,,
払,5,pay,clear,prune,banish,dispose,,,,,
沸,8,seethe,boil,ferment,uproar,breed,,,,,
仏,4,Buddha,the,France,,,,,,,
物,8,thing,object,matter,,,,,,,
鮒,16,carp,,,,,,,,,
分,4,part,minute,segment,share,degree,one's,duty,understand,know,rate
吻,7,proboscis,,,,,,,,,
噴,15,erupt,spout,emit,flush,,,,,,
墳,15,tomb,mound,,,,,,,,
憤,15,aroused,resent,be,anger,,,,,,
扮,7,impersonate,dress,disguise,thin,,,,,,
焚,12,burn,kindle,build,boil,cook,,,,,
奮,16,stirred,be,flourish,,,,,,,
粉,10,flour,powder,dust,,,,,,,
糞,17,shit,feces,excrement,,,,,,,
紛,10,distract,be,go,divert,,,,,,
雰,12,atmosphere,fog,,,,,,,,
文,4,sentence,literature,style,art,decoration,figures,plan,literary,,
聞,14,hear,ask,listen,,,,,,,
丙,5,third,3rd,3rd,,,,,,,
併,8,join,get,unite,collective,,,,,,
兵,7,soldier,private,troops,army,warfare,strategy,tactics,,,
塀,12,fence,wall,(kokuji),,,,,,,
幣,15,cash,bad,humble,gift,Shinto,rope,cut,,,
平,5,even,flat,peace,,,,,,,
弊,15,abuse,evil,vice,breakage,,,,,,
柄,9,design,pattern,build,nature,character,handle,crank,grip,knob,shaft
並,8,row,and,besides,as,line,rank,rival,equal,,
蔽,15,cover,shade,mantle,capsize,be,,,,,
閉,11,closed,shut,,,,,,,,
陛,10,highness,steps,,,,,,,,
米,6,rice,USA,metre,,,,,,,
頁,9,page,leaf,,,,,,,,
僻,15,prejudice,bias,rural,,,,,,,
壁,16,wall,lining,fence,,,,,,,
癖,18,mannerism,habit,vice,trait,fault,kink,,,,
碧,14,blue,green,,,,,,,,
別,7,separate,branch,diverge,fork,another,extra,specially,,,
瞥,17,glance,,,,,,,,,
蔑,14,ignore,despise,neglect,ridicule,,,,,,
箆,14,spatula,arrow,,,,,,,,
偏,11,partial,side,left-side,inclining,biased,,,,,
変,9,unusual,change,strange,,,,,,,
片,4,one-sided,leaf,sheet,right-side,,,,,,
篇,15,volume,chapter,book,editing,compilation,,,,,
編,15,compilation,knit,plait,braid,twist,editing,completed,part,,
辺,5,environs,boundary,border,vicinity,,,,,,
返,7,return,answer,fade,repay,,,,,,
遍,12,everywhere,times,widely,generally,,,,,,
便,9,convenience,facility,excrement,feces,letter,chance,,,,
勉,10,exertion,endeavour,encourage,strive,make,diligent,,,,
娩,11,bear,,,,,,,,,
弁,5,valve,petal,braid,speech,dialect,discrimination,dispose,distinguish,conical,
鞭,18,whip,rod,counter,,,,,,,
保,9,protect,guarantee,keep,preserve,sustain,support,,,,
舗,15,shop,store,pave,,,,,,,
鋪,15,shop,store,,,,,,,,
圃,10,garden,field,,,,,,,,
捕,10,catch,capture,,,,,,,,
歩,8,walk,counter,,,,,,,,
甫,7,for,not,,,,,,,,
補,12,supplement,supply,make,offset,compensate,assistant,learner,,,
輔,14,help,,,,,,,,,
穂,15,ear,ear,head,crest,,,,,,
募,12,recruit,campaign,gather,enlist,grow,,,,,
墓,13,grave,tomb,,,,,,,,
慕,14,pining,yearn,love,adore,,,,,,
戊,5,5th,,,,,,,,,
暮,14,evening,twilight,season's,livelihood,make,spend,,,,
母,5,mother,,,,,,,,,
簿,19,register,record,,,,,,,,
菩,11,kind,sacred,,,,,,,,
倣,10,emulate,imitate,,,,,,,,
俸,10,stipend,salary,,,,,,,,
包,5,wrap,pack,cover,conceal,,,,,,
呆,7,be,disgusted,shocked,,,,,,,
報,12,report,news,reward,retribution,,,,,,
奉,8,observance,offer,present,dedicate,,,,,,
宝,8,treasure,wealth,valuables,,,,,,,
峰,10,summit,peak,,,,,,,,
峯,10,peak,summit,,,,,,,,
崩,11,crumble,die,demolish,level,,,,,,
庖,8,kitchen,,,,,,,,,
抱,8,embrace,hug,hold,,,,,,,
捧,11,lift,give,offer,consecrate,sacrifice,dedicate,,,,
放,8,set,release,fire,shoot,emit,banish,liberate,,,
方,4,direction,person,alternative,,,,,,,
朋,8,companion,friend,,,,,,,,
泡,8,bubbles,foam,suds,froth,,,,,,
烹,11,boil,cook,,,,,,,,
砲,10,cannon,gun,,,,,,,,
縫,16,sew,stitch,embroider,,,,,,,
胞,9,placenta,sac,sheath,,,,,,,
芳,7,perfume,balmy,favorable,fragrant,,,,,,
萌,11,show,sprout,bud,malt,,,,,,
蓬,13,sagebrush,wormwood,mugwort,,,,,,,
蜂,13,bee,wasp,hornet,,,,,,,
褒,15,praise,extol,,,,,,,,
訪,11,call,visit,look,offer,,,,,,
豊,13,bountiful,excellent,rich,,,,,,,
邦,7,home,country,Japan,,,,,,,
鋒,15,dagger,sword's,festival,float,,,,,,
飽,13,sated,tired,bored,satiate,,,,,,
